item0000, 957, 82, 0
item0001, 7689, 90, 5.50999244192474
item0002, 2151, 51, 0
item0003, 1966, 56, 0
item0004, 34, 94, 0
item0005, 235, 88, 0
item0006, 3891, 56, 0
item0007, 578, 86, 0.100777343552058
item0008, 456, 78, 0
item0009, 7, 31, 0
item0010, 1927, 86, 0
item0011, 551, 69, 0
item0012, 517, 93, 0.47314498687728
item0013, 6916, 47, 1.26808083205943
item0014, 2721, 99, 1.39760067362707
item0015, 3, 94, 0.00223030271482302
item0016, 4179, 72, 1.17052776321504
item0017, 1473, 81, 0.767955167078522
item0018, 6477, 71, 3.72136665445901
item0019, 2313, 100, 2.26744558455438
item0020, 3065, 63, 0.984674583163096
item0021, 63, 67, 0
item0022, 3302, 92, 0
item0023, 1086, 92, 0
item0024, 8594, 37, 0
item0025, 899, 92, 0
item0026, 346, 19, 0.21245386251906
item0027, 1603, 86, 0
item0028, 282, 100, 0
item0029, 1944, 66, 0
item0030, 4430, 77, 0
item0031, 6043, 70, 0
item0032, 630, 97, 0.265686230415015
item0033, 4946, 84, 0
item0034, 754, 99, 0.224618658115912
item0035, 2363, 100, 1.60118372336788
item0036, 610, 75, 0
item0037, 4263, 29, 0
item0038, 44, 88, 0
item0039, 7793, 95, 0
item0040, 2030, 78, 0
item0041, 4498, 86, 0
item0042, 402, 56, 0
item0043, 720, 69, 0.217553274816511
item0044, 1091, 100, 0
item0045, 1505, 46, 0
item0046, 213, 79, 0
item0047, 3034, 86, 0
item0048, 115, 78, 0
item0049, 90, 79, 0.0483865437064325
item0050, 5496, 27, 5.23989934749692
item0051, 7345, 87, 0
item0052, 1874, 87, 0
item0053, 4513, 96, 0
item0054, 373, 62, 0
item0055, 894, 81, 0
item0056, 1203, 100, 0
item0057, 5238, 99, 0
item0058, 135, 88, 0
item0059, 1862, 100, 0
item0060, 5494, 44, 2.16945163403062
item0061, 103, 100, 0
item0062, 2590, 25, 0.37638365984929
item0063, 759, 95, 0
item0064, 616, 59, 0
item0065, 428, 64, 0.400234490048295
item0066, 3094, 68, 0
item0067, 348, 69, 0.262688585589565
item0068, 2031, 94, 0.436319553015249
item0069, 629, 49, 0
item0070, 5869, 45, 0
item0071, 206, 99, 0.196362073830484
item0072, 3508, 99, 0
item0073, 241, 78, 0.0328967745174109
item0074, 2895, 97, 0
item0075, 89, 96, 0
item0076, 876, 90, 0
item0077, 936, 37, 0
item0078, 2840, 93, 0.273106361243497
item0079, 1449, 31, 1.01062459184756
item0080, 1082, 31, 0
item0081, 2334, 24, 0
item0082, 415, 88, 0
item0083, 5162, 38, 1.92858138101164
item0084, 376, 89, 0.232681463298974
item0085, 674, 52, 0.325536972020001
item0086, 7246, 87, 0
item0087, 294, 84, 0
item0088, 830, 99, 0
item0089, 4835, 94, 0
item0090, 6812, 95, 0
item0091, 8319, 91, 0
item0092, 1149, 42, 0.722956630542477
item0093, 2171, 71, 0.159208104608836
item0094, 5227, 95, 2.12365565375086
item0095, 736, 86, 0
item0096, 341, 72, 0
item0097, 2244, 75, 1.91243113096008
item0098, 594, 77, 0
item0099, 3108, 3, 0
item0100, 5876, 31, 5.69809955012422
item0101, 2209, 90, 1.1758257457849
item0102, 113, 20, 0.0729962110124599
item0103, 419, 94, 0.0595888436461921
item0104, 4733, 83, 2.32413042913096
item0105, 3480, 97, 0
item0106, 81, 24, 0
item0107, 595, 53, 0.48793470961314
item0108, 4416, 82, 2.48855225367671
item0109, 3789, 66, 0
item0110, 4482, 72, 0
item0111, 563, 42, 0
item0112, 8480, 88, 0
item0113, 4449, 95, 0
item0114, 1289, 71, 0
item0115, 3871, 72, 0
item0116, 2952, 43, 0
item0117, 1434, 84, 0.309485939935322
item0118, 1712, 36, 0.735709817636125
item0119, 24, 83, 0.0160545729296617
item0120, 1776, 99, 0
item0121, 251, 95, 0
item0122, 783, 73, 0.396751032414317
item0123, 4448, 66, 0
item0124, 880, 78, 0
item0125, 3502, 94, 0
item0126, 476, 48, 0
item0127, 2917, 62, 0
item0128, 3022, 100, 2.42183338184443
item0129, 3753, 100, 0
item0130, 919, 100, 0.0642367361569802
item0131, 4982, 41, 1.66436353112296
item0132, 839, 87, 0
item0133, 1177, 93, 0
item0134, 3430, 86, 0.578385961452024
item0135, 139, 100, 0
item0136, 3, 40, 0.000970517653693619
item0137, 7709, 86, 0
item0138, 3242, 34, 2.87515423616083
item0139, 2461, 91, 0.445044069695489
item0140, 152, 84, 0
item0141, 409, 63, 0.186997051919051
item0142, 7300, 90, 4.21081388400417
item0143, 888, 76, 0.848611337556502
item0144, 835, 53, 0
item0145, 1327, 95, 0
item0146, 90, 60, 0
item0147, 6823, 81, 4.70664511453399
item0148, 6, 86, 0
item0149, 479, 41, 0
item0150, 3169, 66, 0
item0151, 2448, 85, 1.85091388109911
item0152, 398, 51, 0
item0153, 1366, 91, 0
item0154, 1859, 62, 0
item0155, 6018, 44, 0
item0156, 2525, 88, 1.34893865685138
item0157, 1096, 65, 0.387617307908038
item0158, 3619, 27, 0
item0159, 2397, 96, 0
item0160, 7526, 22, 0
item0161, 2445, 10, 0
item0162, 2565, 98, 1.17836868357276
item0163, 3804, 99, 0
item0164, 551, 58, 0.212528348527202
item0165, 1269, 68, 0.0828975118224034
item0166, 468, 71, 0
item0167, 2593, 65, 0
item0168, 5164, 98, 4.72848617565301
item0169, 606, 80, 0
item0170, 5471, 99, 0
item0171, 1015, 41, 0
item0172, 1418, 99, 0
item0173, 1163, 80, 0
item0174, 1796, 83, 0
item0175, 6089, 85, 0
item0176, 839, 85, 0.0700860381357513
item0177, 189, 99, 0.0851587945822636
item0178, 432, 100, 0
item0179, 715, 81, 0.0153131972467832
item0180, 353, 86, 0
item0181, 3502, 95, 0
item0182, 155, 100, 0
item0183, 240, 96, 0
item0184, 1669, 89, 0
item0185, 1209, 99, 0
item0186, 601, 73, 0
item0187, 504, 100, 0
item0188, 6051, 88, 0
item0189, 4729, 75, 0
item0190, 7509, 40, 0
item0191, 285, 98, 0
item0192, 4097, 56, 0.298512961219509
item0193, 4574, 21, 1.64415660670807
item0194, 3682, 96, 2.13155311475738
item0195, 3182, 57, 0.823923014113708
item0196, 3228, 94, 0
item0197, 91, 88, 0
item0198, 4666, 44, 0
item0199, 2837, 65, 0
item0200, 1765, 82, 0
item0201, 3639, 100, 3.12500449931995
item0202, 502, 97, 0
item0203, 6168, 95, 0
item0204, 1528, 63, 0
item0205, 5416, 98, 0
item0206, 91, 72, 0.061498873799738
item0207, 4202, 92, 0
item0208, 148, 87, 0.136554099336713
item0209, 2345, 51, 0.144416077051587
item0210, 914, 100, 0.158835038179485
item0211, 5600, 48, 1.79789363538233
item0212, 425, 71, 0
item0213, 1366, 75, 0.764943900922115
item0214, 6621, 100, 0
item0215, 5158, 71, 0.747008977801883
item0216, 2820, 47, 0
item0217, 929, 41, 0
item0218, 481, 38, 0
item0219, 2098, 65, 0
item0220, 170, 57, 0
item0221, 729, 98, 0.0663881556276018
item0222, 1100, 48, 0.137294480052771
item0223, 4319, 21, 0
item0224, 780, 100, 0
item0225, 616, 57, 0
item0226, 3866, 75, 3.33456319279423
item0227, 1519, 62, 0.191487176717703
item0228, 3090, 66, 0.877831162332565
item0229, 859, 69, 0.59525355428873
item0230, 1430, 100, 0
item0231, 1763, 34, 0
item0232, 1298, 63, 1.14148900274875
item0233, 5880, 52, 5.25333928476729
item0234, 539, 96, 0
item0235, 2872, 91, 0.971398489597664
item0236, 7115, 94, 3.95295135395048
item0237, 3297, 54, 0
item0238, 756, 78, 0
item0239, 6588, 31, 0
item0240, 4064, 48, 0
item0241, 1067, 80, 0
item0242, 951, 87, 0
item0243, 1527, 99, 0
item0244, 4831, 64, 0
item0245, 1285, 66, 0
item0246, 1250, 87, 0
item0247, 742, 58, 0
item0248, 2906, 45, 0
item0249, 2161, 79, 1.05194345847272
item0250, 4952, 58, 0
item0251, 2881, 98, 0
item0252, 543, 98, 0.332286519446481
item0253, 1385, 98, 0.698641943621235
item0254, 876, 99, 0
item0255, 4637, 51, 0
item0256, 1213, 99, 0
item0257, 1343, 82, 0
item0258, 5379, 87, 0
item0259, 401, 67, 0
item0260, 2082, 65, 0
item0261, 4543, 88, 2.96635913312146
item0262, 6903, 86, 2.79301729221033
item0263, 5713, 79, 0
item0264, 63, 100, 0
item0265, 79, 54, 0
item0266, 4242, 68, 0
item0267, 1138, 85, 0
item0268, 7149, 65, 0
item0269, 1223, 90, 0
item0270, 7443, 100, 0
item0271, 1076, 100, 0
item0272, 2723, 76, 0
item0273, 2535, 57, 2.30544855676968
item0274, 3426, 44, 0
item0275, 3152, 86, 0.765885690595593
item0276, 729, 66, 0
item0277, 6894, 58, 2.42551489726497
item0278, 1122, 96, 0.0282537391311766
item0279, 1762, 99, 0.0247086388602579
item0280, 3721, 89, 0
item0281, 962, 41, 0
item0282, 1226, 93, 0
item0283, 2272, 91, 0.0221655297334503
item0284, 2361, 26, 0
item0285, 3051, 52, 2.97435887030285
item0286, 2258, 78, 0
item0287, 3978, 44, 0
item0288, 8166, 100, 0
item0289, 1063, 77, 0.999547725216381
item0290, 5889, 97, 0
item0291, 1022, 94, 0
item0292, 8612, 44, 2.60854279380506
item0293, 793, 97, 0
item0294, 220, 73, 0
item0295, 4878, 49, 0
item0296, 6578, 61, 0.74911581086113
item0297, 7331, 97, 3.308892544628
item0298, 1630, 34, 0
item0299, 1407, 87, 0
item0300, 502, 89, 0
item0301, 1188, 69, 0.165182660412139
item0302, 7344, 97, 0
item0303, 8149, 94, 0
item0304, 1537, 18, 0
item0305, 749, 60, 0.27521103962482
item0306, 133, 95, 0
item0307, 669, 72, 0.352604096081035
item0308, 4208, 68, 0
item0309, 3257, 62, 0
item0310, 621, 90, 0.281269865297718
item0311, 2895, 86, 0
item0312, 549, 88, 0
item0313, 3703, 67, 0
item0314, 792, 99, 0
item0315, 3637, 100, 0.658881391726564
item0316, 1469, 80, 0
item0317, 3689, 66, 0
item0318, 4244, 75, 4.07553907819623
item0319, 2051, 77, 1.61499263234846
item0320, 716, 29, 0
item0321, 380, 65, 0.315482799522407
item0322, 2167, 90, 0
item0323, 431, 70, 0
item0324, 2722, 66, 1.7281891230659
item0325, 135, 94, 0
item0326, 4463, 53, 2.43867403639048
item0327, 256, 98, 0.0700700103467661
item0328, 366, 87, 0
item0329, 1400, 79, 0
item0330, 854, 80, 0.632986716812164
item0331, 900, 36, 0
item0332, 1686, 93, 0
item0333, 5286, 96, 0.55592967099451
item0334, 1348, 64, 0
item0335, 881, 91, 0
item0336, 546, 72, 0
item0337, 6921, 59, 0
item0338, 1945, 80, 0
item0339, 2004, 70, 0
item0340, 1141, 49, 0
item0341, 1045, 99, 0
item0342, 2024, 40, 1.67508655711384
item0343, 5826, 99, 0
item0344, 2381, 94, 0
item0345, 814, 96, 0
item0346, 3136, 73, 0
item0347, 3468, 83, 2.62776189264805
item0348, 1427, 98, 0
item0349, 4752, 90, 0
item0350, 38, 45, 0
item0351, 6070, 55, 0
